42.0,193.0,124,75,33,22
67.0,224.0,133,102,39,13
60.0,204.0,110,76,25,12
56.0,193.0,121,79,30,12
52.0,103.0,95,59,29,13
66.0,185.0,133,82,33,12
90.0,223.0,148,129,26,0
96.0,276.0,174,84,46,20
97.0,238.0,159,128,40,26
78.0,201.0,151,114,39,17
65.0,176.0,95,78,20,19
55.0,161.0,98,60,37,26
74.0,203.0,144,63,55,19
66.0,175.0,103,74,28,31
41.0,127.0,68,58,25,0
47.0,134.0,85,65,17,11
52.0,160.0,148,89,42,17
68.0,148.0,111,65,38,19
46.0,157.0,112,61,32,22
67.0,159.0,107,76,33,16
50.0,147.0,98,57,26,15
47.0,145.0,93,68,27,22
40.0,136.0,94,54,17,0
43.0,147.0,96,61,24,13
32.0,98.0,99,56,27,15
28.0,119.0,52,43,24,0
35.0,130.0,77,54,22,0
24.0,103.0,57,41,0,0
23.0,94.0,45,54,17,0
19.0,75.0,65,47,22,11
37.0,110.0,46,53,17,13
30.0,62.0,36,21,25,0
22.0,63.0,41,31,15,0
46.0,111.0,69,61,22,0
24.0,111.0,77,44,12,0
46.0,141.0,84,42,23,0
44.0,160.0,57,67,21,0
49.0,175.0,111,126,39,0
49.0,199.0,109,57,24,0
32.0,165.0,90,58,21,0
49.0,154.0,99,63,30,0
41.0,139.0,83,46,19,0
64.0,122.0,67,34,39,0
41.0,153.0,59,40,35,0
46.0,137.0,71,50,27,0
25.0,118.0,80,27,16,0
27.0,91.0,49,21,0,0
23.0,59.0,38,25,10,0
30.0,64.0,24,23,0,0
17.0,53.0,38,19,19,0
20.0,45.0,25,23,17,0
24.0,76.0,43,29,0,0
22.0,54.0,28,14,0,0
21.0,46.0,17,16,0,0
26.0,47.0,24,18,0,0
17.0,49.0,24,13,0,0
18.0,80.0,26,18,14,0
12.0,56.0,38,33,0,0
0.0,27.0,20,0,0,0
14.0,45.0,28,16,0,0
17.0,31.0,23,17,0,0
20.0,35.0,20,11,0,0
21.0,50.0,0,13,0,0
10.0,57.0,23,15,0,0
21.0,49.0,46,20,17,0
20.0,63.0,33,22,0,0
0.0,37.0,18,12,0,0
0.0,32.0,12,0,0,0
0.0,31.0,17,0,0,0
0.0,29.0,19,0,0,0
0.0,37.0,24,13,0,0
0.0,21.0,0,0,0,0
18.0,21.0,0,0,0,0
0.0,25.0,0,0,0,0
18.0,28.0,12,20,0,0
19.0,29.0,13,0,0,0
0.0,27.0,14,0,0,0
0.0,29.0,11,16,0,0
0.0,20.0,19,0,0,0
0.0,21.0,12,0,0,0
0.0,34.0,14,0,0,0
0.0,35.0,14,11,0,0
0.0,24.0,17,15,0,0
0.0,36.0,25,0,0,0
0.0,31.0,14,0,0,0
0.0,26.0,15,0,0,0
13.0,39.0,11,17,0,0
12.0,17.0,25,10,0,0
0.0,17.0,12,0,0,0
0.0,32.0,10,0,0,0
0.0,17.0,0,0,0,0
0.0,28.0,0,0,0,0
13.0,16.0,14,0,0,0
15.0,18.0,15,0,0,0
12.0,13.0,0,0,0,0
0.0,16.0,15,0,0,0
0.0,25.0,12,0,0,0
0.0,21.0,0,0,0,0
0.0,21.0,0,0,0,0
0.0,19.0,0,0,0,0
0.0,14.0,12,0,0,0
0.0,25.0,10,0,0,0
0.0,14.0,0,0,0,0
0.0,16.0,0,0,0,0
0.0,0.0,0,0,0,0
0.0,15.0,0,0,0,0
0.0,18.0,0,0,0,0
0.0,13.0,0,0,0,0
0.0,0.0,0,0,0,0
0.0,14.0,0,0,0,0
0.0,0.0,0,0,0,0
0.0,19.0,0,0,0,0
0.0,0.0,0,0,0,0
0.0,0.0,0,0,0,0
0.0,0.0,13,0,0,0
0.0,15.0,0,0,0,0
0.0,0.0,0,0,0,0
0.0,0.0,0,0,0,0
0.0,0.0,0,0,0,0
0.0,0.0,12,0,0,0
10.0,13.0,0,0,0,0
0.0,11.0,0,0,0,0
0.0,10.0,0,0,0,0
0.0,0.0,0,0,0,0
0.0,0.0,0,0,0,0
0.0,12.0,0,0,0,0
0.0,13.0,0,0,0,0
0.0,0.0,0,0,0,0
0.0,0.0,0,0,0,0
